track_name,artist,album,release_date,popularity,spotify_url,id,duration_min
When You're Gone,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,71,https://open.spotify.com/track/54JKnDB3CzVu8wNAOM27BI,54JKnDB3CzVu8wNAOM27BI,4.008216666666667
Everything Back But You,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,46,https://open.spotify.com/track/6a1X8nNiPyVQYyzCDW9Ine,6a1X8nNiPyVQYyzCDW9Ine,3.0351
Hot,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,63,https://open.spotify.com/track/6z7fZRrQfOH3ZjWEkC4QhC,6z7fZRrQfOH3ZjWEkC4QhC,3.3828833333333335
Innocence,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,58,https://open.spotify.com/track/5OuP08bgU2H7ZeDQQFQ6q8,5OuP08bgU2H7ZeDQQFQ6q8,3.87
I Don't Have To Try,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,43,https://open.spotify.com/track/21zXru0J6n2em6MC61dVYE,21zXru0J6n2em6MC61dVYE,3.2877666666666667
One of Those Girls,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,45,https://open.spotify.com/track/4Ib7GwWqc37GWVermwR4OV,4Ib7GwWqc37GWVermwR4OV,2.9248833333333333
Contagious,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,45,https://open.spotify.com/track/0xMbfVm5z0Q1VdnYvox460,0xMbfVm5z0Q1VdnYvox460,2.1510833333333332
Keep Holding On,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,65,https://open.spotify.com/track/4UPcXTh26ilb7owtuyHqNI,4UPcXTh26ilb7owtuyHqNI,3.9984333333333333
Alone,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,42,https://open.spotify.com/track/7CUPfpfuPwjicclWi4qKH4,7CUPfpfuPwjicclWi4qKH4,3.228666666666667
I Will Be,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,51,https://open.spotify.com/track/1ERza8JzFin9c3Keo8XQEX,1ERza8JzFin9c3Keo8XQEX,3.994883333333333
I Can Do Better - Acoustic Version,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,37,https://open.spotify.com/track/1K2LIONKyqMuYU6aPNEhR1,1K2LIONKyqMuYU6aPNEhR1,3.652433333333333
Girlfriend - The Submarines' Time Warp '66 Mix - English,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,34,https://open.spotify.com/track/4TOX8K8H3tJaKU6mXqiPN0,4TOX8K8H3tJaKU6mXqiPN0,3.18
Girlfriend (feat. Lil Mama) - Dr. Luke Mix,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,50,https://open.spotify.com/track/1wwt0TvrGY3lnvTAVIx8mO,1wwt0TvrGY3lnvTAVIx8mO,3.414433333333333
Wild Ones (feat. Sia),Flo Rida,Wild Ones,2012-06-22,83,https://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3,1NpW5kyvO4XrNJ3rnfcNy3,3.882433333333333
Falling,Trevor Daniel,Nicotine,2020-03-26,2,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,2rRJrJEo19S2J82BDsQ3F7,2.65635
Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean (International Remixes),2019-01-01,55,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl,0BGwAKW4u8kWOhWFflZxfl,2.213
Let Me Down Slowly,Alec Benjamin,Narrated For You,2018-11-16,83,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,2.82255
2002,Anne-Marie,Speak Your Mind (Deluxe),2018-04-27,82,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2BgEsaKNfHUdlh97KmvFyo,3.116433333333333
Shape of You,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,3.8952
Despacito - Remix,Luis Fonsi,VIDA,2019-02-01,72,https://open.spotify.com/track/1vnnXMrBeEWiRg3YCMCjQq,1vnnXMrBeEWiRg3YCMCjQq,3.8402166666666666
Faded,Alan Walker,Different World,2018-12-14,82,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz,698ItKASDavgwZ3WjaWjtz,3.5351
Mood (feat. iann dior),24kGoldn,El Dorado,2021-03-26,79,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,4jPy3l0RUwlUI9T5XHBW2m,2.342216666666667
Memories,Maroon 5,Memories,2019-09-20,33,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,3.1581
Cheap Thrills (feat. Sean Paul),Sia,This Is Acting,2016-02-18,76,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,378iszndTZAR4dH8kwsLC6,3.7468833333333333
Beautiful (feat. Camila Cabello),Bazzi,Beautiful (feat. Camila Cabello),2018-08-02,73,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,4VUwkH455At9kENOfzTqmF,3.0
I'm a Mess,Bebe Rexha,Expectations,2018-06-22,71,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,04ZTP5KsCypmtCmQg5tH9R,3.25865
None Of My Business,Cher Lloyd,None Of My Business,2018-10-19,59,https://open.spotify.com/track/2SPEg45ZaUFJCg9GwNmRvw,2SPEg45ZaUFJCg9GwNmRvw,3.0667333333333335
Blinding Lights,The Weeknd,After Hours,2020-03-20,90,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,3.334
Don't Start Now,Dua Lipa,Future Nostalgia,2020-03-27,83,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,3PfIrDoz19wz7qK7tYeu62,3.0548333333333333
Break My Heart,Dua Lipa,Future Nostalgia,2020-03-27,78,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,017PF4Q3l4DBUiWoXk4OWT,3.697
I Like Him,Princess Nokia,Everything Sucks,2020-02-26,59,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,68UU9oaQtMDnh6PRlW842H,2.20755
Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,2020-03-27,83,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,5nujrmhLynf4yMoMtj8AQF,3.3844
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),2021-03-31,72,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,67BtfxlNbhBmCDR2L2l8qd,2.2979166666666666
Kiss Me More (feat. SZA),Doja Cat,Kiss Me More (feat. SZA),2021-04-09,47,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,748mdHapucXQri7IAO8yFK,3.4811
Liar,Camila Cabello,Romance,2019-12-06,64,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,073ILU1C3APNRGF66VhtyA,3.450633333333333
New Rules,Dua Lipa,Dua Lipa (Complete Edition),2015,62,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2xJCMIJfcNYDc5iR0sAm2O,3.4886666666666666
Can We Kiss Forever?,Kina,Can We Kiss Forever?,2018-08-31,73,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,58wyJLv6yH1La9NIZPl3ne,3.1321833333333333
Kings & Queens,Ava Max,Heaven & Hell,2020-09-18,80,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI,7a53HqqArd4b9NF4XAmlbI,2.7066333333333334
The Middle,Zedd,The Middle,2018-01-23,80,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,3.078866666666667
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,Expectations,2018-06-22,74,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,4e4fqjx0Izh4svvTef1z7e,2.73675
Be Kind (with Halsey),Marshmello,Be Kind (with Halsey),2020-05-01,73,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,3Z8FwOEN59mRMxDCtb8N0A,2.87935
Sucker,Jonas Brothers,Happiness Begins,2019-06-07,80,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,3.0171
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,83,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,3.234783333333333
What If I Told You That I Love You,Ali Gatie,The Idea Of Her,2021-03-26,66,https://open.spotify.com/track/6USdi8uX5GNAPYziFhisHb,6USdi8uX5GNAPYziFhisHb,3.2277833333333334
Dancing in My Room,347aidan,Dancing in My Room,2020-10-26,67,https://open.spotify.com/track/6Pgmqg15yVexuOgtzuxwoX,6Pgmqg15yVexuOgtzuxwoX,3.0023
Heartbreak Anniversary,GIVĒON,TAKE TIME,2020-03-27,81,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.3061666666666665
Send My Love (To Your New Lover),Adele,25,2015-11-20,77,https://open.spotify.com/track/563SfWAHJs4FBZMkRN0IFN,563SfWAHJs4FBZMkRN0IFN,3.717966666666667
Say My Name,David Guetta,7,2018-09-14,68,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,0YammaEkYSeo9vQYZ1OwS6,3.3157666666666668
I Like It,Cardi B,Invasion of Privacy,2018-04-06,78,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,58q2HKrzhC3ozto2nDdN4z,4.223166666666667
Happier,Marshmello,Happier,2018-08-17,17,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,3.571483333333333
Hate Me (with Juice WRLD),Ellie Goulding,Hate Me (with Juice WRLD),2019-06-26,70,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,6kls8cSlUyHW2BUOkDJIZE,3.1037166666666667
It's You,Ali Gatie,YOU,2019-11-08,76,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,5DqdesEfbRyOlSS3Tf6c29,3.543433333333333
WITHOUT YOU,The Kid LAROI,F*CK LOVE (SAVAGE),2020-11-06,6,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,27OeeYzk6klgBh83TSvGMA,2.6897333333333333
Goodbyes (feat. Young Thug),Post Malone,Hollywood's Bleeding,2019-09-06,77,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,0t3ZvGKlmYmVsDzBJAXK8C,2.9142166666666665
Into Your Arms (feat. Ava Max),Witt Lowry,Into Your Arms (feat. Ava Max),2018-06-08,73,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM,0b11D9D0hMOYCIMN3OKreM,3.1003666666666665
Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),2015-08-14,75,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,4DpNNXFMMxQEKl7r0ykkWA,2.9977833333333335
My Oh My (feat. DaBaby),Camila Cabello,Romance,2019-12-06,75,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,2.8457666666666666
What If (I Told You I Like You),Johnny Orlando,What If (I Told You I Like You),2018-05-18,65,https://open.spotify.com/track/4v7DgEMw6EvYyuQ4eWFD9l,4v7DgEMw6EvYyuQ4eWFD9l,3.6531
I Need Your Love,Madilyn Bailey,"The Covers, Vol. 6",2013-09-13,0,https://open.spotify.com/track/62usIcDxqFIQ7x5qN91hrN,62usIcDxqFIQ7x5qN91hrN,3.32995
good 4 u,Olivia Rodrigo,SOUR,2021-05-21,85,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,4ZtFanR9U6ndgddUvNcjcG,2.9691
Somebody To You,The Vamps,Meet The Vamps,2014-01-01,73,https://open.spotify.com/track/6VrLYoQKdhu1Jruei06t65,6VrLYoQKdhu1Jruei06t65,3.08495
What A Shame,Leyla Blue,What A Shame,2020-12-09,61,https://open.spotify.com/track/7FGIEAVXfegxngH9Jg6VwA,7FGIEAVXfegxngH9Jg6VwA,2.953333333333333
Build a Bitch,Bella Poarch,Build a Bitch,2021-05-14,70,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q,7BoobGhD4x5K96Me0hqC8Q,2.0462
Last Hurrah,Bebe Rexha,Last Hurrah,2019-02-15,58,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,2.50555
telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,84,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,6tDDoYIxWvMLTdKpjFkc1B,2.66985
Dinero,Trinidad Cardona,Dinero,2018-02-02,68,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm,3ggtU1ZOKO8ZNiqPNyXGcm,2.6813333333333333
NO,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,75,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc,0l0CvurVUrr2w3Jj1hOVFc,3.5584333333333333
Don't Go Yet,Camila Cabello,Don't Go Yet,2021-07-23,68,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad,1058fW9H3fZA6QjYCdOBad,2.7473666666666667
Armor,Nightcore Dreams,Armor,2017-07-19,42,https://open.spotify.com/track/7gmHi5czs1e2nEJBSwwH1Y,7gmHi5czs1e2nEJBSwwH1Y,3.067633333333333
My Dilemma,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,52,https://open.spotify.com/track/5g3TKEDNVOviIisycRgo4H,5g3TKEDNVOviIisycRgo4H,3.1642166666666665
Look What You Made Me Do,Taylor Swift,reputation,2017-11-10,81,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,1P17dC1amhFzptugyAO7Il,3.530883333333333
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),2008-11-11,76,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,1D4PL9B8gOg78jiHg3FvBb,3.9377666666666666
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Speak Your Mind (Deluxe),2018-04-27,64,https://open.spotify.com/track/3fvY2U1AzW0diYF0hnBbKt,3fvY2U1AzW0diYF0hnBbKt,4.174266666666667
Bad Blood,Taylor Swift,1989,2014-01-01,72,https://open.spotify.com/track/0TvQLMecTE8utzoNmvXRbK,0TvQLMecTE8utzoNmvXRbK,3.532216666666667
Better Now,Post Malone,beerbongs & bentleys,2018-04-27,80,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,3.854433333333333
Ready or Not,Bridgit Mendler,Hello My Name Is...,2012-01-01,73,https://open.spotify.com/track/5xvUgoVED1F4mBu8FL0HaW,5xvUgoVED1F4mBu8FL0HaW,3.3491
In the Name of Love,Martin Garrix,In the Name of Love,2016-07-29,81,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S,23L5CiUhw2jV1OIMwthR3S,3.2617666666666665
Little Do You Know,Alex & Sierra,It's About Us,2014-10-06,72,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT,1almCHdsfikRPfVB9VrEdT,3.0866666666666664
SugarCrash!,ElyOtto,SugarCrash!,2020-08-25,69,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX,2ePtv8MlBO9nuuXABqAfEX,1.3346666666666667
"i hate u, i love u (feat. olivia o'brien)",gnash,us,2016-03-25,76,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,7vRriwrloYVaoAe3a9wJHe,4.183883333333333
Please Don't Go,Joel Adams,Please Don't Go,2015-11-06,67,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy,3cNjgVBKTJ1SvKhunrCdVy,3.5096666666666665
Warrior,Demi Lovato,Demi,2013-01-01,55,https://open.spotify.com/track/7nCBOm2WiTUPAx3TeG2rZA,7nCBOm2WiTUPAx3TeG2rZA,3.852883333333333
The Greatest (feat. Kendrick Lamar),Sia,This Is Acting (Deluxe Version),2016-10-21,68,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,7xHWNBFm6ObGEQPaUxHuKO,3.5037666666666665
Burn,Ellie Goulding,Halcyon Days,2014-01-01,66,https://open.spotify.com/track/2GgxS8bUT5G25QJTsfSv0R,2GgxS8bUT5G25QJTsfSv0R,3.8535166666666667
Bezos I,Bo Burnham,Inside (The Songs),2021-06-10,0,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW,0Kdj7nwaYQmvhxnqZaIQuW,0.96915
Rebel,Zum,Liquid Sunshine Riddim,2020-09-11,60,https://open.spotify.com/track/36t9rgshEge4LCzhHKioFQ,36t9rgshEge4LCzhHKioFQ,2.2647
Fight Song,Rachel Platten,Wildfire,2016-01-01,78,https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr,37f4ITSlgPX81ad2EvmVQr,3.4002166666666667
If I Can't Have You,Shawn Mendes,If I Can't Have You,2019-05-03,67,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,6LsAAHotRLMOHfCsSfYCsz,3.18
Stay,Zedd,Stay,2017-02-23,77,https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0,6uBhi9gBXWjanegOb2Phh0,3.5015
Cradles,Sub Urban,Cradles,2019-01-04,3,https://open.spotify.com/track/18A7ha5BitZjmdHTCwXFbU,18A7ha5BitZjmdHTCwXFbU,3.49715
Worth It (feat. Kid Ink),Fifth Harmony,Reflection (Deluxe),2015-01-30,79,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO,41Fflg7qHiVOD6dEPvsCzO,3.7428833333333333
Unstoppable,Sia,This Is Acting,2016-01-29,81,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa,2J2Z1SkXYghSajLibnQHOa,3.6291
Mad at Disney,salem ilese,Mad at Disney,2020-07-24,2,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,7aGyRfJWtLqgJaZoG9lJhE,2.2806333333333333
Not Your Barbie Girl,Ava Max,Not Your Barbie Girl,2018-08-13,67,https://open.spotify.com/track/4fkM7M4Uo5AUASnnsRC7EZ,4fkM7M4Uo5AUASnnsRC7EZ,3.1086666666666667
Lily,Alan Walker,Different World,2018-12-14,74,https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN,0lks2Kt9veMOFEAPN0fsqN,3.264
Heart Attack,Demi Lovato,Demi,2013-01-01,81,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,1V6gIisPpYqgFeWbMLI0bA,3.514
7 rings,Ariana Grande,"thank u, next",2019-02-08,84,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,2.9771
Queen,Loren Gray,Queen,2018-12-21,61,https://open.spotify.com/track/53b4d9jHQZq89EtQxwUURr,53b4d9jHQZq89EtQxwUURr,2.6740666666666666
I Like Me Better,Lauv,I met you when I was 18. (the playlist),2018-05-31,4,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,3.2906
Princesses Don't Cry - Nightcore Remix,CARYS,Princesses Don't Cry,2019-10-18,0,https://open.spotify.com/track/0RVlQOqnWuVUdSSxJ5b0q5,0RVlQOqnWuVUdSSxJ5b0q5,3.29355
positions,Ariana Grande,Positions,2020-10-30,80,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,35mvY5S1H3J2QZyna3TFe0,2.8720666666666665
Sweet but Psycho,Ava Max,Heaven & Hell,2020-09-18,81,https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI,7DnAm9FOTWE3cUvso43HhI,3.1239333333333335
Wildest Dreams,Taylor Swift,1989,2014-01-01,76,https://open.spotify.com/track/3fVnlF4pGqWI9flVENcT28,3fVnlF4pGqWI9flVENcT28,3.674
On & On,Cartoon,On & On,2015-07-09,8,https://open.spotify.com/track/4B2kkxg3wKSTZw5JPaUtzQ,4B2kkxg3wKSTZw5JPaUtzQ,3.4511333333333334
"thank u, next",Ariana Grande,"thank u, next",2019-02-08,81,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,3.4553333333333334
Power,Little Mix,Glory Days (Expanded Edition),2016-11-18,74,https://open.spotify.com/track/0lUSd7TCG8srh6HpIAEIWL,0lUSd7TCG8srh6HpIAEIWL,4.1306666666666665
Take a Hint,Night Inn,"Make It Pop, Vol. 7",2020-01-26,52,https://open.spotify.com/track/1AcL5QlN95gkHCVxRXrEUT,1AcL5QlN95gkHCVxRXrEUT,2.573916666666667
Who Says,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,75,https://open.spotify.com/track/3TcL0dyCMyr0kyTTc4NLgI,3TcL0dyCMyr0kyTTc4NLgI,3.2602166666666665
Just A Dream,Kurt Hugo Schneider,Just A Dream,2017-11-14,58,https://open.spotify.com/track/0QfmQhr5npxuWQ4zzUDUhB,0QfmQhr5npxuWQ4zzUDUhB,4.393283333333334
Darkside,Alan Walker,Different World,2018-12-14,75,https://open.spotify.com/track/6SRWhUJcD2YKahCwHavz3X,6SRWhUJcD2YKahCwHavz3X,3.528
Love Is Gone,SLANDER,Love Is Gone,2019-05-10,63,https://open.spotify.com/track/39glqzRVRAy4vq3PqeTGb8,39glqzRVRAy4vq3PqeTGb8,4.267366666666667
Me And My Broken Heart,Rixton,Let The Road,2014-01-01,77,https://open.spotify.com/track/1oew3nFNY3vMacJAsvry0S,1oew3nFNY3vMacJAsvry0S,3.2288833333333335
At My Worst,Pink Sweat$,PINK PLANET,2021-02-12,5,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH,2MJz8BxxMsERULatmBikDH,2.8390666666666666
STAY (with Justin Bieber),The Kid LAROI,F*CK LOVE 3: OVER YOU,2021-07-23,13,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,5PjdY0CKGZdEuoNab3yDmX,2.3634166666666667
I Love You Like a Love Song (Cover),Reed Deming,Ridiculous,2013-07-26,38,https://open.spotify.com/track/7KXmf0oEAoy4yRaiVcFtpf,7KXmf0oEAoy4yRaiVcFtpf,3.1894666666666667
Black Magic,Little Mix,Get Weird (Expanded Edition),2015-11-06,76,https://open.spotify.com/track/6rmXhRIemCTPyMYZRDN7Qg,6rmXhRIemCTPyMYZRDN7Qg,3.5297666666666667
What Makes You Beautiful,One Direction,Up All Night,2012-05-25,86,https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo,4cluDES4hQEUhmXj6TXkSo,3.3331
You're Perfect - Remix,Charly Black,You're Perfect (Remix),2017-12-01,48,https://open.spotify.com/track/1PQNR7X8dkeC6S24LbR9fs,1PQNR7X8dkeC6S24LbR9fs,3.3566666666666665
Shy,Jai Waetford,Shy - EP,2015-01-16,55,https://open.spotify.com/track/3nivloq0Lqd2CYWHTgAlwU,3nivloq0Lqd2CYWHTgAlwU,3.1273333333333335
Rewrite The Stars,Zac Efron,Rewrite The Stars,2017-11-17,76,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,630sXRhIcfwr2e4RdNtjKN,3.624
So Am I,Ava Max,Heaven & Hell,2020-09-18,72,https://open.spotify.com/track/2Xnv3GntqbBH1juvUYSpHG,2Xnv3GntqbBH1juvUYSpHG,3.0504333333333333
Confident,Demi Lovato,Confident,2015-01-01,74,https://open.spotify.com/track/3DXXKDbbZKyAZfNb96ST3q,3DXXKDbbZKyAZfNb96ST3q,3.4290833333333333
"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",2019-10-04,75,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,2.7948833333333334
Fairytale,Alexander Rybak,Fairytale,2009,0,https://open.spotify.com/track/2rzWSywjwzbysCmdOzssFR,2rzWSywjwzbysCmdOzssFR,3.044
Never Be the Same,Camila Cabello,Camila,2018-01-12,81,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,4eWQlBRaTjPPUlzacqEeoQ,3.7828833333333334
Best Friend (feat. Doja Cat),Saweetie,Best Friend (feat. Doja Cat),2021-01-07,68,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y,2etHQJxIbV0soyPhelVs9Y,2.59805
Me Too,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,73,https://open.spotify.com/track/3KwwE4sgCzMaKWq6QBebmX,3KwwE4sgCzMaKWq6QBebmX,3.0206666666666666
happier,Olivia Rodrigo,SOUR,2021-05-21,85,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,2tGvwE8GcFKwNdAXMnlbfl,2.9322166666666667
"jealousy, jealousy",Olivia Rodrigo,SOUR,2021-05-21,83,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,0MMyJUC3WNnFS1lit5pTjk,2.886
Beggin' - Remix,HAWK.,Beggin' (Remix),2021-08-13,47,https://open.spotify.com/track/6Q2Lb0R6siWVAF6DFvLXRF,6Q2Lb0R6siWVAF6DFvLXRF,2.3491166666666667
Symphony (feat. Zara Larsson),Clean Bandit,What Is Love? (Deluxe Edition),2018-11-30,80,https://open.spotify.com/track/72gv4zhNvRVdQA0eOenCal,72gv4zhNvRVdQA0eOenCal,3.54555
Wolves,Selena Gomez,Wolves,2017-10-25,79,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,0tBbt8CrmxbjRP0pueQkyU,3.2998833333333333
Miss Wanna Die,JubyPhonic,Miss Wanna Die,2021-11-05,63,https://open.spotify.com/track/6QYYzSQnGyMjcRRy67eYwF,6QYYzSQnGyMjcRRy67eYwF,3.3939333333333335
In Da Getto,J Balvin,JOSE,2021-09-10,69,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn,1q0PYXTbDsirp2l74ng6pn,2.177766666666667
Work,Rihanna,ANTI (Deluxe),2016-01-28,79,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,72TFWvU3wUYdUuxejTTIzt,3.6553333333333335
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,2016-01-29,80,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj,06KyNuuMOX1ROXRhj787tj,3.628433333333333
Closer,The Chainsmokers,Closer,2016-07-29,89,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,4.082666666666666
It Ain't Me (with Selena Gomez),Kygo,It Ain't Me (with Selena Gomez),2017-02-16,81,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,3eR23VReFzcdmS7TYCrhCe,3.679666666666667
Don't Wanna Know,Maroon 5,Don't Wanna Know,2016-10-11,2,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,5MFzQMkrl1FOOng9tq6R9r,3.574666666666667
Touch It,KiDi,Touch It,2021-05-05,52,https://open.spotify.com/track/3h3xeg5OGNYVM0U9rOAc6j,3h3xeg5OGNYVM0U9rOAc6j,2.75
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],2021-09-09,73,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU,4gvrJnKCKIPiacNsWVQwEU,3.139466666666667
